Nº Processo,Natureza do Processo,Forma de Cadastramento,Crédito
28873,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
23044,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
10057,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
1061,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
6548,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
47351,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
7630,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
7623,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
34009,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
26095,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
34203,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
11796,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
15242,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
34403,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
16952,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
26607,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
9895,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
13028,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
17150,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
40228,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
3620,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
10741,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
35614,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
14473,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
46891,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
42575,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
2204,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
4048,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
37883,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
42896,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
47923,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
38734,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
26533,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
13056,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
10959,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
27311,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
28561,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
4766,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
46069,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
43014,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
30550,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
20199,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
24136,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
46676,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
16845,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
47059,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
14015,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
45265,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
16380,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
38231,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
45561,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
8702,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
4652,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
26262,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
14747,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
44314,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
14349,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
37912,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
24458,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
22089,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
45039,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
12977,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
22824,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
28491,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
47803,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
5701,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
13484,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
22576,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
5492,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
41583,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
6682,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
45266,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
24071,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
37219,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
34240,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
5082,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
43254,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
25265,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
36134,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
46718,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
5177,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
34181,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
38523,ELETRÔNICO,Automático,Restituição de Simples Nacional
29626,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
23888,DIGITAL,Manual,Restituição de Pagamento Indevido ou a Maior
1404,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
41131,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
8357,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
12458,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
3783,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
9223,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
45801,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
46355,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
25785,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
44238,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
14691,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
38324,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
19041,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
19435,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
4907,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
20096,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
34784,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
2346,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
29206,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
13507,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
2570,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
23552,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
216,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
14091,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
28734,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
4537,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
17008,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
13283,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
28740,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
27761,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
1238,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
22594,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
34488,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
22698,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
26694,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
15564,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
36072,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
19572,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
47765,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
10311,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
37423,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
28748,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
33903,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
24954,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
27851,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
36741,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
32577,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
23338,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
42507,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
3285,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
18149,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
11004,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
9135,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
22607,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
10989,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
47840,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
10502,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
15099,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
16775,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
46420,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
8261,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
38580,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
28504,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
29442,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
6058,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
48045,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
4480,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
40585,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
7473,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
47214,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
20453,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
21321,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
18143,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
17441,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
32882,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
29435,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
43777,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
6190,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
48157,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
35233,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
7908,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
22305,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
30419,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
38082,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
29635,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
13286,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
30894,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
36906,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
10434,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
21621,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
33102,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
44271,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
28417,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
8310,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
1850,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
26062,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
11176,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
44637,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
19936,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
39123,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
